[ 0.58527295  0.41472705] 0.0
[ 0.50539063  0.49460937] 0.0
[ 0.65040377  0.34959623] 0.0
[ 0.44920872  0.55079128] 1.0
[ 0.51069795  0.48930205] 1.0
[ 0.55533128  0.44466872] 0.0
[ 0.65035818  0.34964182] 1.0
[ 0.64969704  0.35030296] 1.0
[ 0.68562646  0.31437354] 1.0
[ 0.66548954  0.33451046] 0.0
[ 0.3984821  0.6015179] 1.0
[ 0.61634434  0.38365566] 0.0
[ 0.54755773  0.45244227] 1.0
[ 0.64570546  0.35429454] 1.0
[ 0.64872059  0.35127941] 0.0
[ 0.65505521  0.34494479] 0.0
[ 0.65082723  0.34917277] 0.0
[ 0.5002563  0.4997437] 1.0
[ 0.65181417  0.34818583] 0.0
[ 0.64558607  0.35441393] 1.0
[ 0.68215783  0.31784217] 1.0
[ 0.69017612  0.30982388] 0.0
[ 0.46632537  0.53367463] 0.0
[ 0.68096156  0.31903844] 1.0
[ 0.49662624  0.50337376] 0.0
[ 0.65510295  0.34489705] 0.0
[ 0.49269371  0.50730629] 0.0
[ 0.60009365  0.39990635] 1.0
[ 0.64532778  0.35467222] 0.0
[ 0.67449533  0.32550467] 1.0
[ 0.6876255  0.3123745] 1.0
[ 0.64672084  0.35327916] 0.0
[ 0.63401841  0.36598159] 1.0
[ 0.60302996  0.39697004] 1.0
[ 0.51693488  0.48306512] 1.0
[ 0.63248296  0.36751704] 0.0
[ 0.53896519  0.46103481] 1.0
[ 0.67109353  0.32890647] 0.0
[ 0.69046227  0.30953773] 0.0
[ 0.40785064  0.59214936] 0.0
[ 0.57655855  0.42344145] 1.0
[ 0.68549608  0.31450392] 0.0
[ 0.68470238  0.31529762] 0.0
[ 0.60961153  0.39038847] 0.0
[ 0.62458045  0.37541955] 0.0
[ 0.56282583  0.43717417] 0.0
[ 0.58007524  0.41992476] 0.0
[ 0.43858989  0.56141011] 1.0
[ 0.46482466  0.53517534] 0.0
[ 0.64089641  0.35910359] 0.0
[ 0.67050209  0.32949791] 0.0
[ 0.66682718  0.33317282] 1.0
[ 0.6809219  0.3190781] 0.0
[ 0.62966612  0.37033388] 1.0
[ 0.55234626  0.44765374] 0.0
[ 0.6827624  0.3172376] 0.0
[ 0.59870996  0.40129004] 0.0
[ 0.61315818  0.38684182] 0.0
[ 0.66866279  0.33133721] 0.0
[ 0.4413283  0.5586717] 1.0
[ 0.67975935  0.32024065] 0.0
[ 0.69867899  0.30132101] 0.0
[ 0.55435774  0.44564226] 1.0
[ 0.48516338  0.51483662] 0.0
[ 0.65098405  0.34901595] 0.0
[ 0.68253373  0.31746627] 0.0
[ 0.53459129  0.46540871] 1.0
[ 0.6891989  0.3108011] 1.0
[ 0.54574242  0.45425758] 0.0
[ 0.68727668  0.31272332] 1.0
[ 0.6799203  0.3200797] 1.0
[ 0.69229455  0.30770545] 0.0
[ 0.6117387  0.3882613] 0.0
[ 0.66918355  0.33081645] 0.0
[ 0.57759645  0.42240355] 0.0
[ 0.68167079  0.31832921] 1.0
[ 0.66289807  0.33710193] 0.0
[ 0.67546821  0.32453179] 0.0
[ 0.64865375  0.35134625] 0.0
[ 0.57600607  0.42399393] 0.0
[ 0.67251695  0.32748305] 0.0
[ 0.5082055  0.4917945] 0.0
[ 0.63124962  0.36875038] 0.0
[ 0.55314722  0.44685278] 0.0
[ 0.67278886  0.32721114] 0.0
[ 0.6830232  0.3169768] 1.0
[ 0.64654984  0.35345016] 0.0
[ 0.75281164  0.24718836] 0.0
[ 0.59551588  0.40448412] 0.0
[ 0.70153507  0.29846493] 0.0
[ 0.6696739  0.3303261] 0.0
[ 0.47735824  0.52264176] 0.0
[ 0.58574497  0.41425503] 1.0
[ 0.68231762  0.31768238] 1.0
[ 0.68428685  0.31571315] 1.0
[ 0.70985472  0.29014528] 0.0
[ 0.53164753  0.46835247] 0.0
[ 0.62507274  0.37492726] 0.0
[ 0.71237697  0.28762303] 0.0
[ 0.55953565  0.44046435] 1.0
[ 0.66980426  0.33019574] 0.0
[ 0.68812938  0.31187062] 0.0
[ 0.65623803  0.34376197] 1.0
[ 0.55765576  0.44234424] 0.0
[ 0.51101216  0.48898784] 0.0
[ 0.49591925  0.50408075] 0.0
[ 0.66558576  0.33441424] 0.0
[ 0.67588287  0.32411713] 1.0
[ 0.46246121  0.53753879] 0.0
[ 0.59521897  0.40478103] 0.0
[ 0.66048233  0.33951767] 0.0
[ 0.64918022  0.35081978] 1.0
[ 0.71782814  0.28217186] 0.0
[ 0.41294392  0.58705608] 1.0
[ 0.54881655  0.45118345] 1.0
[ 0.64554584  0.35445416] 0.0
[ 0.40900843  0.59099157] 0.0
[ 0.4708139  0.5291861] 0.0
[ 0.67031526  0.32968474] 0.0
[ 0.4853386  0.5146614] 0.0
[ 0.48005155  0.51994845] 1.0
[ 0.69118799  0.30881201] 0.0
[ 0.47282986  0.52717014] 1.0
[ 0.42675965  0.57324035] 0.0
[ 0.53512578  0.46487422] 1.0
[ 0.66598589  0.33401411] 1.0
[ 0.65828883  0.34171117] 0.0
[ 0.46167598  0.53832402] 1.0
[ 0.53616452  0.46383548] 1.0
[ 0.58469947  0.41530053] 0.0
[ 0.59289575  0.40710425] 0.0
[ 0.43414625  0.56585375] 0.0
[ 0.5063638  0.4936362] 1.0
[ 0.66097236  0.33902764] 0.0
[ 0.60666784  0.39333216] 0.0
[ 0.64969868  0.35030132] 1.0
[ 0.42444888  0.57555112] 1.0
[ 0.62133085  0.37866915] 0.0
[ 0.68474885  0.31525115] 0.0
[ 0.59579997  0.40420003] 0.0
[ 0.43193491  0.56806509] 0.0
[ 0.65796565  0.34203435] 0.0
[ 0.49410854  0.50589146] 1.0
[ 0.58534555  0.41465445] 1.0
[ 0.66594653  0.33405347] 0.0
[ 0.57852602  0.42147398] 1.0
[ 0.61744305  0.38255695] 0.0
[ 0.66481674  0.33518326] 0.0
[ 0.52088289  0.47911711] 1.0
[ 0.5141751  0.4858249] 0.0
[ 0.62859143  0.37140857] 0.0
[ 0.68958347  0.31041653] 0.0
[ 0.6491212  0.3508788] 0.0
[ 0.67636937  0.32363063] 1.0
[ 0.65561628  0.34438372] 0.0
[ 0.49417683  0.50582317] 0.0
[ 0.57823211  0.42176789] 0.0
[ 0.67499896  0.32500104] 0.0
[ 0.65800854  0.34199146] 0.0
[ 0.62181311  0.37818689] 1.0
[ 0.53010348  0.46989652] 0.0
[ 0.65182061  0.34817939] 0.0
[ 0.60107775  0.39892225] 1.0
[ 0.56928775  0.43071225] 0.0
[ 0.6587126  0.3412874] 0.0
[ 0.6626233  0.3373767] 1.0
[ 0.65013353  0.34986647] 0.0
[ 0.67535096  0.32464904] 0.0
[ 0.65581446  0.34418554] 1.0
[ 0.61302857  0.38697143] 0.0
[ 0.6052673  0.3947327] 0.0
[ 0.39498131  0.60501869] 1.0
[ 0.52168738  0.47831262] 1.0
[ 0.67682699  0.32317301] 0.0
[ 0.48030353  0.51969647] 1.0
[ 0.69452573  0.30547427] 0.0
[ 0.79792265  0.20207735] 0.0
[ 0.4324815  0.5675185] 0.0
[ 0.57276973  0.42723027] 1.0
[ 0.47059762  0.52940238] 1.0
[ 0.44027508  0.55972492] 1.0
[ 0.42924092  0.57075908] 1.0
[ 0.62678783  0.37321217] 0.0
[ 0.43994097  0.56005903] 0.0
[ 0.58228812  0.41771188] 1.0
[ 0.55379617  0.44620383] 1.0
[ 0.66892698  0.33107302] 1.0
[ 0.64017776  0.35982224] 1.0
[ 0.56412391  0.43587609] 1.0
[ 0.62464646  0.37535354] 1.0
[ 0.66622034  0.33377966] 1.0
[ 0.66075865  0.33924135] 0.0
[ 0.40904077  0.59095923] 1.0
[ 0.59097606  0.40902394] 0.0
[ 0.67288246  0.32711754] 0.0
[ 0.47348772  0.52651228] 0.0
[ 0.57296497  0.42703503] 0.0
[ 0.697522  0.302478] 0.0
[ 0.52614037  0.47385963] 1.0
[ 0.65620969  0.34379031] 1.0
[ 0.6367167  0.3632833] 0.0
[ 0.51669767  0.48330233] 1.0
[ 0.56734306  0.43265694] 1.0
[ 0.57516466  0.42483534] 0.0
[ 0.57455312  0.42544688] 0.0
[ 0.60164212  0.39835788] 0.0
[ 0.54093345  0.45906655] 0.0
[ 0.68955503  0.31044497] 0.0
[ 0.43705099  0.56294901] 0.0
[ 0.66522844  0.33477156] 1.0
[ 0.67344873  0.32655127] 0.0
[ 0.56530658  0.43469342] 0.0
[ 0.66630844  0.33369156] 1.0
[ 0.52453027  0.47546973] 1.0
[ 0.51525551  0.48474449] 0.0
[ 0.66023132  0.33976868] 0.0
[ 0.42110469  0.57889531] 1.0
[ 0.51636983  0.48363017] 1.0
[ 0.57981523  0.42018477] 0.0
[ 0.58774336  0.41225664] 0.0
[ 0.59836008  0.40163992] 1.0
[ 0.58377396  0.41622604] 0.0
[ 0.59691992  0.40308008] 0.0
[ 0.52244285  0.47755715] 1.0
[ 0.67525002  0.32474998] 0.0
[ 0.6802617  0.3197383] 0.0
[ 0.53374634  0.46625366] 0.0
[ 0.66125974  0.33874026] 1.0
[ 0.65823606  0.34176394] 0.0
[ 0.70584676  0.29415324] 0.0
[ 0.67527831  0.32472169] 1.0
[ 0.68517899  0.31482101] 1.0
[ 0.70402888  0.29597112] 0.0
[ 0.39485621  0.60514379] 1.0
[ 0.65343787  0.34656213] 0.0
[ 0.47090599  0.52909401] 0.0
[ 0.56276526  0.43723474] 0.0
[ 0.41402909  0.58597091] 1.0
[ 0.5810027  0.4189973] 0.0
[ 0.51407964  0.48592036] 1.0
[ 0.48388759  0.51611241] 0.0
[ 0.53004765  0.46995235] 0.0
[ 0.69093791  0.30906209] 1.0
[ 0.66563792  0.33436208] 1.0
[ 0.67127075  0.32872925] 0.0
[ 0.65897053  0.34102947] 1.0
[ 0.67883921  0.32116079] 0.0
[ 0.68639748  0.31360252] 0.0
[ 0.67693327  0.32306673] 0.0
[ 0.42469935  0.57530065] 1.0
[ 0.58257133  0.41742867] 0.0
[ 0.67053272  0.32946728] 1.0
[ 0.64405885  0.35594115] 0.0
[ 0.67881034  0.32118966] 1.0
[ 0.53711019  0.46288981] 0.0
[ 0.54522867  0.45477133] 0.0
[ 0.69878554  0.30121446] 0.0
[ 0.43174247  0.56825753] 1.0
[ 0.55466091  0.44533909] 1.0
[ 0.70164047  0.29835953] 0.0
[ 0.57940216  0.42059784] 0.0
[ 0.50186479  0.49813521] 1.0
[ 0.42808608  0.57191392] 0.0
[ 0.57021587  0.42978413] 0.0
[ 0.62856208  0.37143792] 0.0
[ 0.55284704  0.44715296] 0.0
[ 0.65817874  0.34182126] 0.0
[ 0.71267887  0.28732113] 0.0
[ 0.72441886  0.27558114] 0.0
[ 0.67806742  0.32193258] 0.0
[ 0.48193012  0.51806988] 0.0
[ 0.54466035  0.45533965] 1.0
[ 0.61131371  0.38868629] 0.0
[ 0.5384131  0.4615869] 0.0
[ 0.65087588  0.34912412] 0.0
[ 0.49628391  0.50371609] 0.0
[ 0.491151  0.508849] 0.0
[ 0.67720419  0.32279581] 0.0
[ 0.5844566  0.4155434] 1.0
[ 0.6509687  0.3490313] 1.0
[ 0.65877643  0.34122357] 0.0
[ 0.61133627  0.38866373] 0.0
[ 0.59978186  0.40021814] 0.0
[ 0.64960668  0.35039332] 0.0
[ 0.6112636  0.3887364] 0.0
[ 0.55826808  0.44173192] 0.0
[ 0.6915966  0.3084034] 0.0
[ 0.40469753  0.59530247] 1.0
[ 0.51204741  0.48795259] 0.0
[ 0.41358019  0.58641981] 0.0
[ 0.66446775  0.33553225] 1.0
[ 0.65105947  0.34894053] 0.0
[ 0.67006145  0.32993855] 1.0
[ 0.62342463  0.37657537] 0.0
[ 0.40313143  0.59686857] 0.0
[ 0.66457828  0.33542172] 0.0
[ 0.54536994  0.45463006] 0.0
[ 0.69710799  0.30289201] 0.0
[ 0.68637833  0.31362167] 0.0
[ 0.65950433  0.34049567] 0.0
[ 0.61638048  0.38361952] 0.0
[ 0.69229654  0.30770346] 0.0
[ 0.59373809  0.40626191] 0.0
[ 0.52111089  0.47888911] 0.0
[ 0.51163282  0.48836718] 0.0
[ 0.43617025  0.56382975] 1.0
[ 0.56626408  0.43373592] 0.0
[ 0.62150327  0.37849673] 0.0
[ 0.52066419  0.47933581] 1.0
[ 0.60314476  0.39685524] 0.0
[ 0.64943879  0.35056121] 0.0
[ 0.41827177  0.58172823] 1.0
[ 0.51041346  0.48958654] 0.0
[ 0.68154094  0.31845906] 1.0
[ 0.57260848  0.42739152] 0.0
[ 0.61638331  0.38361669] 0.0
[ 0.53074882  0.46925118] 0.0
[ 0.59849263  0.40150737] 0.0
[ 0.67510004  0.32489996] 0.0
[ 0.54470382  0.45529618] 1.0
[ 0.62117804  0.37882196] 0.0
[ 0.68257116  0.31742884] 0.0
[ 0.69676427  0.30323573] 0.0
[ 0.69866982  0.30133018] 0.0
[ 0.64388288  0.35611712] 1.0
[ 0.6467585  0.3532415] 0.0
[ 0.44002953  0.55997047] 0.0
[ 0.59876693  0.40123307] 1.0
[ 0.68938068  0.31061932] 1.0
[ 0.68457806  0.31542194] 0.0
[ 0.61843535  0.38156465] 0.0
[ 0.53357759  0.46642241] 0.0
[ 0.67672368  0.32327632] 0.0
[ 0.68190141  0.31809859] 1.0
[ 0.6970287  0.3029713] 0.0
[ 0.54710077  0.45289923] 0.0
[ 0.67510984  0.32489016] 0.0
[ 0.5902296  0.4097704] 0.0
[ 0.39391581  0.60608419] 1.0
[ 0.66864384  0.33135616] 1.0
[ 0.41553811  0.58446189] 0.0
[ 0.69147958  0.30852042] 0.0
[ 0.69808348  0.30191652] 1.0
[ 0.50695078  0.49304922] 0.0
[ 0.65553628  0.34446372] 0.0
[ 0.6713745  0.3286255] 0.0
[ 0.42103391  0.57896609] 1.0
[ 0.71312289  0.28687711] 1.0
[ 0.53939083  0.46060917] 0.0
[ 0.43188361  0.56811639] 1.0
[ 0.67529048  0.32470952] 1.0
[ 0.68630863  0.31369137] 0.0
[ 0.43250074  0.56749926] 0.0
[ 0.52230821  0.47769179] 1.0
[ 0.7009751  0.2990249] 1.0
[ 0.68826955  0.31173045] 0.0
[ 0.66715922  0.33284078] 0.0
[ 0.63324793  0.36675207] 0.0
[ 0.67439008  0.32560992] 1.0
[ 0.67809039  0.32190961] 0.0
[ 0.65657654  0.34342346] 1.0
[ 0.60569087  0.39430913] 0.0
[ 0.7036415  0.2963585] 1.0
[ 0.6582229  0.3417771] 0.0
[ 0.55789296  0.44210704] 0.0
[ 0.67101608  0.32898392] 0.0
[ 0.64144554  0.35855446] 0.0
[ 0.60937118  0.39062882] 0.0
[ 0.39537583  0.60462417] 0.0
[ 0.4366425  0.5633575] 0.0
[ 0.58182081  0.41817919] 0.0
[ 0.5416621  0.4583379] 1.0
[ 0.55542037  0.44457963] 1.0
[ 0.44716535  0.55283465] 1.0
[ 0.64334621  0.35665379] 1.0
[ 0.6729596  0.3270404] 1.0
[ 0.69022967  0.30977033] 0.0
[ 0.64874707  0.35125293] 0.0
[ 0.66103391  0.33896609] 0.0
[ 0.3971793  0.6028207] 1.0
[ 0.66209338  0.33790662] 1.0
[ 0.69915672  0.30084328] 0.0
[ 0.67940998  0.32059002] 0.0
[ 0.43523475  0.56476525] 0.0
[ 0.55081074  0.44918926] 0.0
[ 0.39307164  0.60692836] 1.0
[ 0.49134658  0.50865342] 1.0
[ 0.64561087  0.35438913] 0.0
[ 0.71827524  0.28172476] 0.0
[ 0.65151184  0.34848816] 0.0
[ 0.67644405  0.32355595] 0.0
[ 0.41626117  0.58373883] 1.0
[ 0.56825869  0.43174131] 1.0
[ 0.67201572  0.32798428] 1.0
[ 0.67840187  0.32159813] 0.0
[ 0.44856541  0.55143459] 1.0
[ 0.7065932  0.2934068] 0.0
[ 0.67903157  0.32096843] 0.0
[ 0.41107404  0.58892596] 0.0
[ 0.66156  0.33844] 1.0
[ 0.62649943  0.37350057] 1.0
[ 0.65378095  0.34621905] 0.0
[ 0.51424613  0.48575387] 1.0
[ 0.51505055  0.48494945] 0.0
[ 0.51398385  0.48601615] 0.0
[ 0.40251343  0.59748657] 0.0
[ 0.42956634  0.57043366] 1.0
[ 0.41020379  0.58979621] 1.0
[ 0.68412256  0.31587744] 1.0
[ 0.61262597  0.38737403] 0.0
[ 0.58652329  0.41347671] 0.0
[ 0.6409494  0.3590506] 1.0
[ 0.40394146  0.59605854] 0.0
[ 0.5418212  0.4581788] 1.0
[ 0.65787354  0.34212646] 1.0
[ 0.60285715  0.39714285] 0.0
[ 0.66492104  0.33507896] 1.0
[ 0.43817377  0.56182623] 0.0
[ 0.65516146  0.34483854] 0.0
[ 0.39768204  0.60231796] 0.0
[ 0.43085046  0.56914954] 0.0
[ 0.411606  0.588394] 0.0
[ 0.57027009  0.42972991] 0.0
[ 0.6086903  0.3913097] 1.0
[ 0.68986771  0.31013229] 0.0
[ 0.42557026  0.57442974] 1.0
[ 0.67678317  0.32321683] 1.0
[ 0.57746733  0.42253267] 1.0
[ 0.6610264  0.3389736] 0.0
[ 0.4028589  0.5971411] 0.0
[ 0.65321373  0.34678627] 0.0
[ 0.64357819  0.35642181] 1.0
[ 0.40322306  0.59677694] 0.0
[ 0.66215121  0.33784879] 1.0
[ 0.43935389  0.56064611] 1.0
[ 0.66969417  0.33030583] 1.0
[ 0.69243956  0.30756044] 0.0
[ 0.66996295  0.33003705] 1.0
[ 0.53440835  0.46559165] 0.0
[ 0.66671493  0.33328507] 1.0
[ 0.41771782  0.58228218] 0.0
[ 0.71390064  0.28609936] 0.0
[ 0.64954745  0.35045255] 0.0
[ 0.42674221  0.57325779] 0.0
[ 0.6536918  0.3463082] 1.0
[ 0.64399001  0.35600999] 1.0
[ 0.40632227  0.59367773] 1.0
[ 0.5842547  0.4157453] 1.0
[ 0.40329386  0.59670614] 0.0
[ 0.4082403  0.5917597] 1.0
[ 0.63177351  0.36822649] 0.0
[ 0.67466868  0.32533132] 0.0
[ 0.40488318  0.59511682] 0.0
[ 0.65463344  0.34536656] 0.0
[ 0.40181775  0.59818225] 0.0
[ 0.40733677  0.59266323] 1.0
[ 0.54707919  0.45292081] 0.0
[ 0.60791145  0.39208855] 0.0
[ 0.38771705  0.61228295] 0.0
[ 0.39138584  0.60861416] 0.0
[ 0.55721218  0.44278782] 0.0
[ 0.38626105  0.61373895] 1.0
[ 0.57953627  0.42046373] 0.0
[ 0.65921074  0.34078926] 0.0
[ 0.64943707  0.35056293] 0.0
[ 0.65546526  0.34453474] 0.0
[ 0.42831637  0.57168363] 0.0
[ 0.43261409  0.56738591] 1.0
[ 0.64757036  0.35242964] 0.0
[ 0.64821692  0.35178308] 1.0
[ 0.4877123  0.5122877] 0.0
[ 0.42194662  0.57805338] 1.0
[ 0.66275137  0.33724863] 0.0
[ 0.70103891  0.29896109] 1.0
[ 0.61882304  0.38117696] 1.0
[ 0.61830571  0.38169429] 0.0
[ 0.64976549  0.35023451] 0.0
[ 0.4095104  0.5904896] 0.0
[ 0.5289488  0.4710512] 1.0
[ 0.63590174  0.36409826] 0.0
[ 0.41695112  0.58304888] 1.0
[ 0.40221186  0.59778814] 1.0
[ 0.56586266  0.43413734] 1.0
[ 0.40470084  0.59529916] 1.0
[ 0.68562637  0.31437363] 0.0
[ 0.536925  0.463075] 0.0
[ 0.41070019  0.58929981] 1.0
[ 0.41739067  0.58260933] 1.0
[ 0.41183009  0.58816991] 0.0
[ 0.41255322  0.58744678] 1.0
[ 0.61529865  0.38470135] 0.0
[ 0.40697142  0.59302858] 1.0
[ 0.56345911  0.43654089] 1.0
[ 0.38455831  0.61544169] 0.0
[ 0.65847948  0.34152052] 1.0
[ 0.40567345  0.59432655] 1.0
[ 0.40661645  0.59338355] 0.0
[ 0.40661645  0.59338355] 1.0
[ 0.53772017  0.46227983] 1.0
[ 0.56580358  0.43419642] 0.0
[ 0.66241356  0.33758644] 0.0
[ 0.41837234  0.58162766] 0.0
[ 0.61640649  0.38359351] 1.0
[ 0.57932947  0.42067053] 0.0
[ 0.42110605  0.57889395] 1.0
[ 0.62965583  0.37034417] 0.0
[ 0.43871395  0.56128605] 0.0
[ 0.64159775  0.35840225] 0.0
[ 0.41713511  0.58286489] 1.0
[ 0.58576216  0.41423784] 0.0
[ 0.43404895  0.56595105] 1.0
[ 0.43935389  0.56064611] 0.0
[ 0.44848792  0.55151208] 0.0
[ 0.38803644  0.61196356] 1.0
[ 0.41418422  0.58581578] 1.0
[ 0.48278486  0.51721514] 0.0
[ 0.49453504  0.50546496] 0.0
[ 0.49454736  0.50545264] 1.0
[ 0.61903735  0.38096265] 0.0
[ 0.74638021  0.25361979] 0.0
[ 0.40094902  0.59905098] 0.0
[ 0.57092145  0.42907855] 0.0
[ 0.38885533  0.61114467] 1.0
[ 0.68760582  0.31239418] 0.0
[ 0.3821137  0.6178863] 1.0
[ 0.66511397  0.33488603] 1.0
[ 0.65994609  0.34005391] 1.0
[ 0.49397103  0.50602897] 1.0
[ 0.64793126  0.35206874] 0.0
[ 0.6128892  0.3871108] 0.0
[ 0.58525834  0.41474166] 1.0
[ 0.6521759  0.3478241] 1.0
[ 0.48039226  0.51960774] 0.0
[ 0.56853177  0.43146823] 0.0
[ 0.40870749  0.59129251] 0.0
[ 0.42557026  0.57442974] 1.0
[ 0.50039051  0.49960949] 1.0
[ 0.38835592  0.61164408] 0.0
[ 0.64073993  0.35926007] 1.0
[ 0.66929916  0.33070084] 0.0
[ 0.41538839  0.58461161] 1.0
[ 0.42439914  0.57560086] 0.0
[ 0.59704467  0.40295533] 1.0
[ 0.63102298  0.36897702] 1.0
[ 0.43816707  0.56183293] 0.0
[ 0.4666597  0.5333403] 1.0
[ 0.42641317  0.57358683] 0.0
[ 0.38664976  0.61335024] 0.0
[ 0.66469707  0.33530293] 0.0
[ 0.41320539  0.58679461] 1.0
[ 0.65362549  0.34637451] 0.0
[ 0.6223959  0.3776041] 0.0
[ 0.48339559  0.51660441] 0.0
[ 0.41895553  0.58104447] 1.0
[ 0.58174129  0.41825871] 1.0
[ 0.61016706  0.38983294] 1.0
[ 0.68408493  0.31591507] 0.0
[ 0.53523247  0.46476753] 0.0
[ 0.39868945  0.60131055] 1.0
[ 0.68277275  0.31722725] 0.0
[ 0.66387449  0.33612551] 0.0
[ 0.65137195  0.34862805] 0.0
[ 0.41070019  0.58929981] 1.0
[ 0.42370093  0.57629907] 1.0
[ 0.63326904  0.36673096] 1.0
[ 0.65517602  0.34482398] 0.0
[ 0.40787469  0.59212531] 0.0
[ 0.56801108  0.43198892] 1.0
[ 0.57184481  0.42815519] 0.0
[ 0.47185538  0.52814462] 0.0
[ 0.58256201  0.41743799] 1.0
[ 0.41313406  0.58686594] 0.0
[ 0.648683  0.351317] 0.0
[ 0.45241182  0.54758818] 0.0
[ 0.49339241  0.50660759] 1.0
[ 0.39958673  0.60041327] 0.0
[ 0.67590917  0.32409083] 0.0
[ 0.40835206  0.59164794] 0.0
[ 0.54284488  0.45715512] 0.0
[ 0.52064625  0.47935375] 0.0
[ 0.40470084  0.59529916] 0.0
[ 0.40874819  0.59125181] 1.0
[ 0.43935389  0.56064611] 1.0
[ 0.64784715  0.35215285] 1.0
[ 0.3939222  0.6060778] 0.0
[ 0.65536415  0.34463585] 0.0
[ 0.4770723  0.5229277] 0.0
[ 0.40726575  0.59273425] 0.0
[ 0.51535066  0.48464934] 0.0
[ 0.60911386  0.39088614] 0.0
[ 0.68274551  0.31725449] 1.0
[ 0.60554396  0.39445604] 1.0
[ 0.38544418  0.61455582] 1.0
[ 0.40715408  0.59284592] 0.0
[ 0.57496523  0.42503477] 0.0
[ 0.38714837  0.61285163] 0.0
[ 0.62269154  0.37730846] 0.0
[ 0.5938145  0.4061855] 0.0
[ 0.40329386  0.59670614] 0.0
[ 0.40546067  0.59453933] 0.0
[ 0.66229846  0.33770154] 0.0
[ 0.57938444  0.42061556] 1.0
[ 0.63627156  0.36372844] 1.0
[ 0.54227026  0.45772974] 0.0
[ 0.64057507  0.35942493] 0.0
[ 0.64550591  0.35449409] 1.0
[ 0.60620684  0.39379316] 0.0
[ 0.58257393  0.41742607] 0.0
[ 0.42850169  0.57149831] 0.0
[ 0.59224178  0.40775822] 1.0
[ 0.63591298  0.36408702] 1.0
[ 0.40958154  0.59041846] 0.0
[ 0.38974482  0.61025518] 0.0
[ 0.40177728  0.59822272] 1.0
[ 0.66037349  0.33962651] 0.0
[ 0.42524144  0.57475856] 0.0
[ 0.65318394  0.34681606] 0.0
[ 0.40297018  0.59702982] 0.0
[ 0.49579895  0.50420105] 0.0
[ 0.40495407  0.59504593] 0.0
[ 0.67302784  0.32697216] 0.0
[ 0.63523192  0.36476808] 0.0
[ 0.68128363  0.31871637] 0.0
[ 0.41771782  0.58228218] 1.0
[ 0.40488318  0.59511682] 1.0
[ 0.62456585  0.37543415] 1.0
[ 0.3826796  0.6173204] 0.0
[ 0.5975329  0.4024671] 1.0
[ 0.67152732  0.32847268] 0.0
[ 0.66971432  0.33028568] 1.0
[ 0.65667581  0.34332419] 1.0
[ 0.64277053  0.35722947] 1.0
[ 0.58007374  0.41992626] 0.0
[ 0.67537478  0.32462522] 0.0
[ 0.50331536  0.49668464] 1.0
[ 0.57428419  0.42571581] 0.0
[ 0.41106657  0.58893343] 0.0
[ 0.40958154  0.59041846] 1.0
[ 0.41997926  0.58002074] 0.0
[ 0.40983572  0.59016428] 1.0
[ 0.67557715  0.32442285] 1.0
[ 0.64446074  0.35553926] 1.0
[ 0.68501141  0.31498859] 0.0
[ 0.40491349  0.59508651] 1.0
[ 0.39710823  0.60289177] 0.0
[ 0.39940518  0.60059482] 0.0
[ 0.4114635  0.5885365] 0.0
[ 0.65689008  0.34310992] 1.0
[ 0.50918287  0.49081713] 0.0
[ 0.62038716  0.37961284] 0.0
[ 0.63456631  0.36543369] 0.0
[ 0.67231012  0.32768988] 0.0
[ 0.42205945  0.57794055] 0.0
[ 0.69142972  0.30857028] 1.0
[ 0.66670549  0.33329451] 0.0
[ 0.66543799  0.33456201] 0.0
[ 0.67558692  0.32441308] 1.0
[ 0.42056307  0.57943693] 0.0
[ 0.66388895  0.33611105] 1.0
[ 0.67187721  0.32812279] 0.0
[ 0.51127304  0.48872696] 0.0
[ 0.5390713  0.4609287] 0.0
[ 0.39335027  0.60664973] 1.0
[ 0.62387732  0.37612268] 1.0
[ 0.63228618  0.36771382] 0.0
[ 0.40124194  0.59875806] 1.0
[ 0.40900221  0.59099779] 0.0
[ 0.6002921  0.3997079] 0.0
[ 0.40896151  0.59103849] 1.0
[ 0.53928243  0.46071757] 0.0
[ 0.42121883  0.57878117] 1.0
[ 0.40210064  0.59789936] 0.0
[ 0.56804426  0.43195574] 0.0
[ 0.39302932  0.60697068] 0.0
[ 0.56972731  0.43027269] 1.0
[ 0.57956606  0.42043394] 0.0
[ 0.41655264  0.58344736] 1.0
[ 0.41299141  0.58700859] 1.0
[ 0.64430968  0.35569032] 0.0
[ 0.58733989  0.41266011] 1.0
[ 0.46223078  0.53776922] 1.0
[ 0.6464855  0.3535145] 1.0
[ 0.6347312  0.3652688] 0.0
[ 0.62700852  0.37299148] 0.0
[ 0.55021326  0.44978674] 1.0
[ 0.39449443  0.60550557] 0.0
[ 0.64932436  0.35067564] 0.0
[ 0.41236982  0.58763018] 0.0
[ 0.39811514  0.60188486] 0.0
[ 0.64764053  0.35235947] 0.0
[ 0.40972384  0.59027616] 1.0
[ 0.42187486  0.57812514] 1.0
[ 0.68573088  0.31426912] 0.0
[ 0.47047515  0.52952485] 1.0
[ 0.65856603  0.34143397] 1.0
[ 0.48461079  0.51538921] 0.0
[ 0.42908858  0.57091142] 1.0
[ 0.59148687  0.40851313] 1.0
[ 0.41037466  0.58962534] 1.0
[ 0.66560694  0.33439306] 1.0
